,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
0,0.41036705833419984,0.3708536965789747,0.3708536965789747,0.04291734755310914,0.15873015873015872,0.9012345679012377,0.30000000000000004,1.0,0.0,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.26666666666666666,0.0
1,0.7358843714256005,0.5723718415306228,0.5723718415306228,0.06046271609185517,0.8412698412698412,0.8641975308641996,0.30000000000000004,0.0,0.0,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.13333333333333333,0.25
2,0.9916813975252158,0.01835291670999272,0.01835291670999272,0.07051157890151473,0.1746031746031746,0.7777777777777786,0.9,1.0,0.0,0.8333333333333333,1.0,0.2,1.0,1.0,0.0,1.0,0.0,0.25
3,0.22699386503067484,0.5025995632733701,0.5025995632733701,0.05968865571514579,0.09523809523809523,0.9012345679012377,0.30000000000000004,1.0,0.3333333333333333,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.5333333333333333,0.0
4,0.59363626910679,0.09628782364562753,0.09628782364562753,0.07051157890151473,0.19047619047619047,0.8641975308641996,0.1,0.0,0.0,0.8333333333333333,1.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.0,0.25
5,0.8071643963814079,0.724810231881044,0.724810231881044,0.05968865571514579,0.09523809523809523,0.9012345679012377,0.30000000000000004,0.0,0.3333333333333333,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.06666666666666667,0.75
6,0.5044192575647292,0.7674430695643132,0.7674430695643132,0.06441902468392534,0.15873015873015872,0.8765432098765444,0.30000000000000004,0.0,0.0,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.06666666666666667,0.25
7,0.0316626806696475,0.5360819382343767,0.5360819382343767,0.08308248043347381,0.14285714285714285,0.9259259259259274,0.1,0.0,0.0,0.0,0.6666666666666666,0.2,0.3333333333333333,1.0,0.0,0.0,0.06666666666666667,0.25
8,0.8417385879172299,0.1375168971612769,0.1375168971612769,0.0728476821192053,0.4603174603174603,0.9382716049382722,0.30000000000000004,0.0,0.0,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.0,0.75
9,0.3805760632213788,0.3692419673494853,0.3692419673494853,0.04953986410940053,0.4603174603174603,0.9382716049382722,0.1,1.0,0.0,0.8333333333333333,0.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
10,0.6717791411042945,0.7879276281584694,0.7879276281584694,0.07051157890151473,0.4603174603174603,0.7654320987654337,0.30000000000000004,0.0,0.0,0.8333333333333333,1.0,0.33333333333333337,0.0,0.5,0.0,1.0,0.13333333333333333,0.5
11,0.9348029531038785,0.35062909431215555,0.35062909431215555,0.047561709813365445,0.14285714285714285,0.9135802469135825,0.30000000000000004,0.0,0.3333333333333333,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.0,0.0
12,0.373089320994073,0.9187376520744515,0.9187376520744515,0.04773372323041197,0.15873015873015872,0.9012345679012377,0.30000000000000004,0.0,0.0,0.3333333333333333,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.75
13,0.7164396381407924,0.5927524175938442,0.5927524175938442,0.10277801668530145,0.2222222222222222,0.8395061728395063,0.1,0.0,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.2,0.3333333333333333,1.0,0.0,0.0,0.06666666666666667,0.25
14,0.711604450452324,0.9988042008942498,0.9988042008942498,0.05796852154468048,0.8412698412698412,0.8765432098765444,0.30000000000000004,0.0,0.0,0.8333333333333333,0.6666666666666666,0.2,0.3333333333333333,1.0,0.0,0.0,0.2,0.25
15,0.7220546948112717,0.9857024019964646,0.9857024019964646,0.10277801668530145,0.2222222222222222,0.8395061728395063,0.1,0.0,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.2,0.3333333333333333,1.0,0.0,0.0,0.13333333333333333,0.25
16,0.8757408755329105,0.32567328688780284,0.32567328688780284,0.026404059516642295,0.09523809523809523,0.9259259259259274,0.30000000000000004,0.0,0.3333333333333333,0.8333333333333333,1.0,0.2,0.3333333333333333,1.0,0.0,0.0,0.06666666666666667,0.75
